StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,pre_0,pre_1,pre_1_7_TEXT,pre_2,pre_2_7_TEXT,pre_3_1,pre_3_2,pre_4,pre_4_3_TEXT,practice_timing_First Click,practice_timing_Last Click,practice_timing_Page Submit,practice_timing_Click Count,practice_0,practice_1,practice_2,t0_timing_First Click,t0_timing_Last Click,t0_timing_Page Submit,t0_timing_Click Count,t0_q_0,t0_q_1,t0_q_2,t0_q_3,t0_q_4,t0_q_5,t0_tlx_0,t0_tlx_1,t0_tlx_2,t0_tlx_3,t0_tlx_4,t0_tlx_5,t1_timing_First Click,t1_timing_Last Click,t1_timing_Page Submit,t1_timing_Click Count,t1_q_0,t1_q_1,t1_q_2,t1_q_3,t1_q_4,t1_q_5,t1_q_6,t1_tlx_0,t1_tlx_1,t1_tlx_2,t1_tlx_3,t1_tlx_4,t1_tlx_5,t2_timing_First Click,t2_timing_Last Click,t2_timing_Page Submit,t2_timing_Click Count,t2_q_0,t2_q_1_1,t2_q_1_3,t2_q_1_4,t2_q_1_5,t2_q_2,t2_q_3,t2_tlx_0,t2_tlx_1,t2_tlx_2,t2_tlx_3,t2_tlx_4,t2_tlx_5,t3_timing_First Click,t3_timing_Last Click,t3_timing_Page Submit,t3_timing_Click Count,t3_q_0,t3_q_1,t3_q_2,t3_tlx_0,t3_tlx_1,t3_tlx_2,t3_tlx_3,t3_tlx_4,t3_tlx_5,post_0_1,post_0_0,post_1_1,post_1_0,post_2,post_3,post_4
Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,"Interview Consent Form for Computational Workflow Study

UBC CS - Research Proposal for Ethics ID#H23-00382



Principal Investigator: Thomas Pasquier, PhD Associate Professor UBC Computer Science tjfmp@cs.ubc.ca 

Co-Investigator: Nichole Boufford MSc Student UBC Computer Science ncbouf@cs.ubc.ca 



Invitation

You are being invited to take part in this research study because you have indicated that you are interested in participating in our research study. Purpose This study uses different provenance representations to guide the user in answering questions about a not seen before workflow. We are interested in understanding the benefits and drawbacks of using a graph-based representation and a report-based representation to present an experimental workflow.



Study Procedures

Pre-Activity Questionnaire (5 minutes) You will be given a questionnaire to fill out before the study activity.

Introduction and Overview (10 minutes) You will be given an introduction to the study and you will watch a video demonstration of the user tool.

Activity (30 minutes) You will be shown an interface representing an experimental workflow and you will use the interface to answer questions about the workflow while thinking out loud. This part of the session will be screen and audio recorded. You will repeat this task with one more workflow and a different experimental workflow representation.

Post-Activity Questionnaire (10 minutes) After the activity, you will complete a brief questionnaire, and answer any follow-up questions from the investigator.



Potential Risks

There is minimal risk to participating in this study. If you disclose any information you later wish to remove from the study, you can let us know at any time.



Potential Benefit

You learn about workflow analysis and will help to design a tool that might help data scientists to track experiments.



Confidentiality 

Your confidentiality will be respected. Any information that could identify you as a participant in this study will be kept confidential. Any personal data and recorded data that may reveal your identity will be removed. Personal data will not be released without your consent unless required by law. Any identifying information will be changed; for example, each subject will be assigned a study number, such as Participant #1 or Participant #2 or a pseudonym. Information that directly discloses your identity will remain only with the Principal Investigator and/or designate. Computer files will be password-protected and encrypted on a password-protected computer and all digital audio and computer interaction files will be deleted after 5 years.



Screen-recording and audio recording

The activity portion of the study will be screen and audio recording. The investigator will start and stop the recording for the participant.



Remuneration/Compensation

Participants will be compensated one $15 Amazon Gift Card for completing the session.



Use of Study Information

This study is part of a graduate research project and will be used in a dissertation. Data may be analyzed for academic publication and published in an anonymized and/or aggregated form. Anonymized data may be used for academic presentations on the publication.



Open Access 

Some of the journals or conferences that we may publish our results with may require open access to data. Open access means that the publication and data may be made available to the public. If it is required for us to publish our data, it will be in summary form with identifying information removed. No recordings will be published. However, any open access publication may still increase the risk that some of the published data is associated with you. Once the data is made available, you will not be able to withdraw your data.



Contact for information about the study:

If you have any questions, concerns, or desire for further information about this part of the study before or during participation, you may contact Dr. Thomas Pasquier at tjfmp@cs.ubc.ca.

 

Contact for concerns about the rights of research subjects: If you have any concerns or complaints about your rights as a research participant and/or your experiences while participating in this study, contact the Research Participant Complaint Line in the UBC Office of Research Ethics at 604-822-8598 or if long distance e-mail RSIL@ors.ubc.ca or call toll free 1-877-822-8598.



Consent 

Your participation in this study is entirely voluntary and you may refuse to participate or withdraw from the study at any time without jeopardy to your employment. If you choose to withdraw from the study, your data will be deleted.



Selecting ""I consent"" indicates that you consent to participate in this study. If you do not consent please close the browser.","How often do you work with computational data analyses (eg. data science, machine learning, statistical analysis)?",What is your occupation? - Selected Choice,What is your occupation? - Other (Please specify) - Text,Which field do you work in? - Selected Choice,Which field do you work in? - Other - Text,Please rate your experience with the following programming languages. - Python,Please rate your experience with the following programming languages. - R,Do you have a background in computer science (ie. degree in Computer Science or related field)? - Selected Choice,Do you have a background in computer science (ie. degree in Computer Science or related field)? - Other (Please explain) - Text,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,What is the name of the script being executed?,Where is the script located?,Which version of Python is used when running the script?,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,What is the name of the dataset the student is using?,Which directory is the dataset saved in?,What is the name of the file containing the experiment code?,Which directory is the experiment code located in?,Which programming languages are used to conduct the analysis in this experiment?,How many output files are produced? (Include intermediate outputs),"How mentally demanding was this task? (1-Very Low, 5-Very High)","How hurried or rushed were you during this task? (1-Very Low, 5-Very High)","How successful would you rate yourself in accomplishing this task? (1-Perfect, 5-Failure)","How hard did you have to work to accomplish your level of performance? (1-Very Low, 5-Very High)","How insecure, discouraged, irritated, stressed, and annoyed were you? (1-Very Low, 5-Very High)","How useful was the provenance summary in answering the questions? (1-Very Useful, 5-Not Useful)",Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,"How many times is the script ""train_model.py"" executed?","How many times is the script ""preprocess.R"" executed?","Which scripts write to the file ""data.csv""?","Which scripts read from the file ""data.csv""?","Which scripts write to the file ""temp_data.csv""?","Which scripts read from the file ""temp_data.csv""?",Which of the following are dependencies of train_model.py?,"How mentally demanding was this task? (1-Very Low, 5-Very High)","How hurried or rushed were you during this task? (1-Very Low, 5-Very High)","How successful would you rate yourself in accomplishing this task? (1-Perfect, 5-Failure)","How hard did you have to work to accomplish your level of performance? (1-Very Low, 5-Very High)","How insecure, discouraged, irritated, stressed, and annoyed were you? (1-Very Low, 5-Very High)","How useful was the provenance summary in answering the questions? (1-Very Useful, 5-Not Useful)",Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Where is the dataset located?,Move the commands into the order they were executed. - python3 train_model.py --learning-rate 0.01,Move the commands into the order they were executed. - python3 train_model.py --learning-rate 0.1,Move the commands into the order they were executed. - python3 train_model.py --learning-rate 0.001,Move the commands into the order they were executed. - python3 evaluate_models.py,Do all Python executions use the same version of Python?,"As a scientist trying to reproduce the evaluation, what are the input files you will need to run evaluate_models.py?","How mentally demanding was this task? (1-Very Low, 5-Very High)","How hurried or rushed were you during this task? (1-Very Low, 5-Very High)","How successful would you rate yourself in accomplishing this task? (1-Perfect, 5-Failure)","How hard did you have to work to accomplish your level of performance? (1-Very Low, 5-Very High)","How insecure, discouraged, irritated, stressed, and annoyed were you? (1-Very Low, 5-Very High)","How useful was the provenance summary in answering the questions? (1-Very Useful, 5-Not Useful)",Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Where is the dataset located?,How many output files were created during this experiment (including intermediate files)?,Please explain the difference between the first and second executions of the train_model.py script in no more than two sentences.,"How mentally demanding was this task? (1-Very Low, 5-Very High)","How hurried or rushed were you during this task? (1-Very Low, 5-Very High)","How successful would you rate yourself in accomplishing this task? (1-Perfect, 5-Failure)","How hard did you have to work to accomplish your level of performance? (1-Very Low, 5-Very High)","How insecure, discouraged, irritated, stressed, and annoyed were you? (1-Very Low, 5-Very High)","How useful was the provenance summary in answering the questions? (1-Very Useful, 5-Not Useful)","Overall, which provenance format was most helpful/useful when answering questions? - Use the slider to indicate preference",Please explain your choice.,"Overall, which provenance format was most enjoyable to use? - Use the slider to indicate preference",Please explain your choice,"Assuming a tool that is ready and available to use, what additional features would be useful to you in an experiment tracking tool? (eg. querying, visualizations, integration with other tools)","Assuming a tool that is ready and available to use, is there anything that would prevent you from using an experiment tracking tool, such as those described in this survey?",Is there any comments you would like to add before concluding the survey?
"{""ImportId"":""startDate"",""timeZone"":""America/Denver""}","{""ImportId"":""endDate"",""timeZone"":""America/Denver""}","{""ImportId"":""status""}","{""ImportId"":""ipAddress""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""America/Denver""}","{""ImportId"":""_recordId""}","{""ImportId"":""recipientLastName""}","{""ImportId"":""recipientFirstName""}","{""ImportId"":""recipientEmail""}","{""ImportId"":""externalDataReference""}","{""ImportId"":""locationLatitude""}","{""ImportId"":""locationLongitude""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""QID157""}","{""ImportId"":""QID23""}","{""ImportId"":""QID24""}","{""ImportId"":""QID24_7_TEXT""}","{""ImportId"":""QID108""}","{""ImportId"":""QID108_7_TEXT""}","{""ImportId"":""QID26_1""}","{""ImportId"":""QID26_2""}","{""ImportId"":""QID161""}","{""ImportId"":""QID161_3_TEXT""}","{""ImportId"":""QID129_FIRST_CLICK""}","{""ImportId"":""QID129_LAST_CLICK""}","{""ImportId"":""QID129_PAGE_SUBMIT""}","{""ImportId"":""QID129_CLICK_COUNT""}","{""ImportId"":""QID49""}","{""ImportId"":""QID90""}","{""ImportId"":""QID91""}","{""ImportId"":""QID130_FIRST_CLICK""}","{""ImportId"":""QID130_LAST_CLICK""}","{""ImportId"":""QID130_PAGE_SUBMIT""}","{""ImportId"":""QID130_CLICK_COUNT""}","{""ImportId"":""QID162_TEXT""}","{""ImportId"":""QID86""}","{""ImportId"":""QID27_TEXT""}","{""ImportId"":""QID87""}","{""ImportId"":""QID28""}","{""ImportId"":""QID29""}","{""ImportId"":""QID109""}","{""ImportId"":""QID110""}","{""ImportId"":""QID111""}","{""ImportId"":""QID112""}","{""ImportId"":""QID113""}","{""ImportId"":""QID114""}","{""ImportId"":""QID131_FIRST_CLICK""}","{""ImportId"":""QID131_LAST_CLICK""}","{""ImportId"":""QID131_PAGE_SUBMIT""}","{""ImportId"":""QID131_CLICK_COUNT""}","{""ImportId"":""QID44""}","{""ImportId"":""QID53""}","{""ImportId"":""QID45""}","{""ImportId"":""QID54""}","{""ImportId"":""QID55""}","{""ImportId"":""QID96""}","{""ImportId"":""QID39""}","{""ImportId"":""QID102""}","{""ImportId"":""QID105""}","{""ImportId"":""QID104""}","{""ImportId"":""QID103""}","{""ImportId"":""QID106""}","{""ImportId"":""QID107""}","{""ImportId"":""QID132_FIRST_CLICK""}","{""ImportId"":""QID132_LAST_CLICK""}","{""ImportId"":""QID132_PAGE_SUBMIT""}","{""ImportId"":""QID132_CLICK_COUNT""}","{""ImportId"":""QID59""}","{""ImportId"":""QID40_1""}","{""ImportId"":""QID40_2""}","{""ImportId"":""QID40_3""}","{""ImportId"":""QID40_4""}","{""ImportId"":""QID98""}","{""ImportId"":""QID94""}","{""ImportId"":""QID115""}","{""ImportId"":""QID116""}","{""ImportId"":""QID117""}","{""ImportId"":""QID118""}","{""ImportId"":""QID119""}","{""ImportId"":""QID120""}","{""ImportId"":""QID133_FIRST_CLICK""}","{""ImportId"":""QID133_LAST_CLICK""}","{""ImportId"":""QID133_PAGE_SUBMIT""}","{""ImportId"":""QID133_CLICK_COUNT""}","{""ImportId"":""QID100""}","{""ImportId"":""QID83""}","{""ImportId"":""QID95_TEXT""}","{""ImportId"":""QID121""}","{""ImportId"":""QID122""}","{""ImportId"":""QID123""}","{""ImportId"":""QID124""}","{""ImportId"":""QID125""}","{""ImportId"":""QID126""}","{""ImportId"":""QID69_1""}","{""ImportId"":""QID159_TEXT""}","{""ImportId"":""QID128_1""}","{""ImportId"":""QID160_TEXT""}","{""ImportId"":""QID66_TEXT""}","{""ImportId"":""QID67_TEXT""}","{""ImportId"":""QID71_TEXT""}"
2023-11-19 15:37:38,2023-11-19 16:20:36,IP Address,128.189.31.173,100,2576,True,2023-11-19 16:20:36,R_2PClVj6LY26Lbkb,,,,,49.2732,-123.0124,anonymous,EN,I consent,Weekly,Other (Please specify),Lecturer,Forestry,,Unfamiliar,Intermediate,No,,36.779,50.851,53.79,3,example.py,/home/user0/project/,Python 2.7,46.374,137.638,144.564,6,data.csv,/home/pr/exp0,analysis.py,/home/pr/exp0,Python3.11,2,2,1 - Very Low,1 - Perfect,3,2,1 - Very Useful,59.777,339.021,345.812,10,1,1,None of the above,preprocess.R,preprocess.R,train_model.py,"numpy,pandas",5 - Very High,2,4,4,4,3,65.737,208.535,256.804,5,/home/pr/exp2/,2,1,3,4,Yes,"model_1.ckpt,model_2.ckpt,model_3.ckpt",1 - Very Low,2,2,1 - Very Low,1 - Very Low,1 - Very Useful,162.436,455.673,504.711,4,/home/pr/exp3/data.csv,3,"The first execution was to edit the code in the train_model.py script and the second execution was to train a model using the train_model.py script. ",5 - Very High,2,3,4,2,2,5,"The graph was confusing and overwhelming. The text was clear and straight forward, and directly allowed me to answer the questions being asked. ",5,"I felt there was a more logical flow of information, and I was much more efficiently able to seek out the answers to the questions. ","Integrating code executions into text summaries so I can follow along with instructions by directly clicking and executing scripts. ","If it was confusing and not very helpful or if it used terminology/concepts that I am unfamiliar with. ","That was fun. Thanks. "
2023-11-19 16:24:13,2023-11-19 17:07:50,IP Address,128.189.31.173,100,2617,True,2023-11-19 17:07:51,R_3PtxsBtXhKCaoq8,,,,,49.2732,-123.0124,anonymous,EN,I consent,Daily,Data Scientist,,Forestry,,Intermediate,Intermediate,No,,36.317,45.083,47.87,3,example.py,/home/user0/project/,Python 2.7,59.593,134.895,144.232,6,data.csv,/home/pr/exp0,analysis.py,/home/pr/exp0,Python3.11,2,2,1 - Very Low,1 - Perfect,2,1 - Very Low,1 - Very Useful,75.522,240.143,247.491,10,1,1,None of the above,preprocess.R,preprocess.R,train_model.py,"numpy,pandas",1 - Very Low,1 - Very Low,1 - Perfect,1 - Very Low,1 - Very Low,1 - Very Useful,65.997,248.706,249.946,5,/home/pr/exp2/,2,1,3,4,Yes,"model_1.ckpt,model_2.ckpt,model_3.ckpt",1 - Very Low,1 - Very Low,1 - Perfect,1 - Very Low,1 - Very Low,1 - Very Useful,20.465,303.707,436.082,5,/home/pr/exp/data.csv,5,First execution is initializing model environment and the second execution is the model code being executed in vim editor.,2,1 - Very Low,3,3,2,2,4,The text was slightly more useful for answering the questions because the descriptions required less inuition and inference to answer the questions compared to the graphs.,3,The graph was visually easier to interpret for a general idea of the model workflow however the text was enjoyable for deciphering the details of the model execution. Both were enjoyable to use.,I would like to use this tool during the development of my experiment to track and visualize my workflow. It would be nice to have the outputs be compatible with Git version control. I would also like to be able to use this tool across multiple platforms during the same project.,If there was a lack of documentation for the tool I would be less likely to use it or if it was incompatible with certain programs.,No.
2023-11-20 16:19:11,2023-11-20 16:50:23,IP Address,128.189.30.10,100,1871,True,2023-11-20 16:50:23,R_2qw33WYHS47omRA,,,,,49.2359,-123.153,anonymous,EN,I consent,Weekly,Student (Graduate),,"Data Science,Other",Visualization,Intermediate,Intermediate,No,,16.463,32.366,34.436,3,example.py,/home/user0/project/,Python 2.7,10.265,182.915,187.185,11,data_cleansed.csv,/home/pr/exp0,analysis.py,/home/pr/exp0,Python3.11,2,3,4,1 - Perfect,3,3,3,32.101,284.332,291.078,21,1,1,None of the above,preprocess.R,preprocess.R,train_model.py,"numpy,pandas",2,3,3,3,3,3,71.4,156.807,167.245,6,/home/pr/exp2/,2,1,3,4,Yes,"data.csv,model_1.ckpt,model_2.ckpt,model_3.ckpt",3,3,3,3,3,3,27.565,350.4,350.809,5,/home/pr/exp3/data.csv,5,The second execution of the training model is based on an updated script. The second execution also writes a script that can be used later for execution.,3,2,3,3,3,2,4,I felt that the text one was a higher level summary and helped answer questions in a more directed way.,2,The graph provided more indepth analysis if you wanted it.,"Highlighting of linked routes (when you hover over an item it shows all the related items). Lay summaries in the graph representation. Having different visual encodings for the arrows of the graph to show read, write, load, in an easier manner. For both, having the ability to have hierarchical drop down tree to help organize larger amounts of data. Direct query interaction.",No.,
2023-11-21 16:31:12,2023-11-21 17:19:21,IP Address,128.189.31.89,100,2888,True,2023-11-21 17:19:22,R_BEvJHJLxfqe0D05,,,,,49.2824,-123.0399,anonymous,EN,I consent,Daily,Data Scientist,,"Data Science,Environmental Science,Bioinformatics",,Expert,Intermediate,Yes,,28.187,65.033,67.852,3,example.py,/home/user0/project/,Python 2.7,33.784,161.726,162.48,11,data.csv,/home/pr/exp0,analysis.py,/home/pr/exp0,Python3.11,2,3,3,1 - Perfect,2,1 - Very Low,1 - Very Useful,83.746,325.792,327.374,9,1,1,None of the above,preprocess.R,preprocess.R,train_model.py,"numpy,pandas",4,3,2,3,3,1 - Very Useful,63.42,179.483,181.332,8,/home/pr/exp2/,2,1,3,4,Yes,"model_1.ckpt,model_2.ckpt,model_3.ckpt",2,3,1 - Perfect,2,2,1 - Very Useful,23.345,230.326,233.546,6,/home/pr/exp3/data.csv,3,"the same for the first 4 steps, the second execution has an additional 5th ""write"" step.",2,3,1 - Perfect,2,2,1 - Very Useful,1,"Ok so Im biased because I really like graphs in general - I found graph much more helpful than text. The graph has explicit verbs for ""read"", ""load"", ""write"" that where harder to parse in the text summary version. I imagine color-coding key verbs in the text summary version could grant the affordances of the graph version (easier to spot).",1,"Graph is better in my opinion because of color coding, meaningful axis (vertical meaning as a timeseries, horizontal meaning in filepath navigation - so you have 2D information instead of 1D timeline only).","Ctrl+F for sure, panning and zooming of the graph, integration with git would be phenomenal. This tool is almost like a visualization for forensic timeline.","Probably overhead, how automatic installation of this system would be for my own workflow. This is where git integration (as inspiration) would go, because for git you have to prepare your workflow ahead of using git, so I imagine this system would require a similar ""workflow tidiness"".",loved it! LOTS of vis research potential here (eyes emoji)
2023-11-24 13:59:58,2023-11-24 14:39:50,IP Address,128.189.29.37,100,2391,True,2023-11-24 14:39:50,R_dhuFQ6bpYdQa9zj,,,,,49.2643,-123.0961,anonymous,EN,I consent,Daily,Student (Graduate),,Environmental Science,,Beginner,Intermediate,No,,20.254,75.453,77.857,4,example.py,/home/user0/project/,Python 2.7,36.384,239.961,243.236,10,data.csv,/home/pr/exp0,analysis.py,/home/pr/exp0,Python3.11,2,2,2,2,2,1 - Very Low,1 - Very Useful,84.376,365.341,370.973,12,1,2,preprocess.R,preprocess.R,preprocess.R,train_model.py,"numpy,pandas",4,3,2,4,3,3,31.557,220.315,230.727,5,/home/pr/exp2/,2,1,3,4,Yes,"model_1.ckpt,model_2.ckpt",3,2,2,2,1 - Very Low,1 - Very Useful,75.85,252.878,300.485,3,/home/pr/exp3/data.csv,2,The first execution was edited using the Vim editor and then opened again.,4,4,3,4,3,4,2,I spent less time trying to find the information when looking at mostly graph provenances.,2,It was less stressful to use mostly graph provenance because you can easily find the information.,Visualizations.,No.,No.
2023-11-30 11:23:53,2023-11-30 11:56:01,IP Address,128.189.31.98,100,1927,True,2023-11-30 11:56:02,R_0CAAIfp6LjNKLEl,,,,,49.2824,-123.0399,anonymous,EN,I consent,Weekly,Research Scientist,,Other,"Human Robot Interaction ",Beginner,Beginner,Yes,,17.166,24.934,27.409,3,example.py,/home/user0/project/,Python 2.7,33.293,152.188,179.568,9,data.csv,/home/pr/exp0,/root/usr/bin,/home/pr/exp0/analysis,Python3.11,1,5 - Very High,1 - Very Low,4,4,3,1 - Very Useful,34.281,289.238,290.915,11,1,1,preprocess.R,preprocess.R,None of the above,"train_model.py,evaluate_model.py","numpy,pandas",4,1 - Very Low,3,4,3,1 - Very Useful,82.216,139.84,150.915,3,/home/pr/exp2/,2,1,3,4,Yes,model_3.ckpt,5 - Very High,1 - Very Low,4,4,3,3,76.215,101.783,141.271,3,/home/pr/exp3/data.csv,2,"the data file was edited between the two executions ",3,1 - Very Low,3,3,2,1 - Very Useful,4,"Text reads more like a storyline, which is more intuitive for me- the figures still required some background knowledge to understand, which I didn't always feel like I had ",4,"I felt more enjoyment when I felt like I had a better understanding, and the text summary supported my understanding ","Both text and visualizations side by side- especially if the visualizations are consistent so that I could eventually learn how to read them with some practice. ","Depends on how long it would take to set up- if set up would slow me down a lot, I might be less likely to use it. ","This was challenging, but an interesting way of refreshing my experience with this kind of thing "
2023-11-30 12:57:02,2023-11-30 13:32:45,IP Address,128.189.27.143,100,2142,True,2023-11-30 13:32:48,R_31dB731u8DimB1b,,,,,49.2526,-123.1236,anonymous,EN,I consent,Weekly,Professor,,"Data Science,Other","Physics, Computer Science",Expert,Intermediate,Yes,,24.853,45.341,48.39,3,example.py,/home/user0/project/,Python 2.7,38.623,115.805,164.13,8,data.csv,/home/pr/exp0,analysis.py,/home/pr/exp0,Python3.11,2,4,2,1 - Perfect,4,2,1 - Very Useful,92.871,329.316,332.416,18,1,1,None of the above,preprocess.R,None of the above,train_model.py,"matplotlib,numpy,pandas",5 - Very High,4,3,5 - Very High,2,4,179.859,249.734,251.497,10,/home/pr/exp2/,2,1,3,4,Yes,"model_1.ckpt,model_2.ckpt,model_3.ckpt",3,1 - Very Low,1 - Perfect,3,1 - Very Low,1 - Very Useful,17.832,145.606,177.774,4,/home/pr/exp3/data.csv,3,"The second time train_model was run, model.ckpt was written to file, whereas it wasn't the first time.",3,1 - Very Low,1 - Perfect,2,1 - Very Low,1 - Very Useful,4,"To answer those questions specifically, the text summary was more useful. However, I see the value of the graph, for a ""complete"" picture of what happened (for example - what package version was used and what python environment, etc...).",2,"I wanted to like the graph because it was visual, and seemed like it could be made interactive (e.g click on a step to surface more information) whereas the text version was just a word-vomit of everything that happened.","'- dates when analysis were run, how many times, reproducibility 
- comments from the researcher attached to analyses to get ""key outputs/decisions"", contexts
- link outputs (figures) to analyses
- Environment files 
- Integration with GitHub (project board, or issues, Pull requests)","'- no legends
- complicated graphs of links (needs to be simplified)
- colour blindness
- readability","This was great! and super exciting. Even the text version is useful, adding colours to file names, and scripts/outputs/paths, those would make it more readable."
2023-12-02 13:00:23,2023-12-02 13:35:51,IP Address,24.85.224.194,100,2127,True,2023-12-02 13:35:51,R_10wsT1ar2EPU2kl,,,,,49.2624,-123.1604,anonymous,EN,I consent,Rarely,Other (Please specify),Database Administrator,Other,Information Technology,Intermediate,Unfamiliar,No,,25.875,50.762,56.319,3,example.py,/home/user0/project/,Python 2.7,17.357,127.61,134.425,6,data.csv,/home/pr/exp0,analysis.py,/home/pr/exp0,Python3.11,2,1 - Very Low,1 - Very Low,2,1 - Very Low,1 - Very Low,1 - Very Useful,27.76,187.55,199.851,8,1,1,None of the above,preprocess.R,preprocess.R,train_model.py,"numpy,pandas",2,1 - Very Low,3,2,1 - Very Low,1 - Very Useful,26.42,183.149,206.113,5,/home/pr/exp2/,2,1,3,4,Yes,"model_1.ckpt,model_2.ckpt,model_3.ckpt",2,1 - Very Low,2,2,1 - Very Low,2,63.23,78.821,201.142,3,/home/pr/exp3/data.csv,2,The first execution was used to identify changes that could be made to the train_model.py script. The second execution used those changes to create model.ckpt.,1 - Very Low,1 - Very Low,2,1 - Very Low,1 - Very Low,1 - Very Useful,3,The graph format was easier to read quickly and made it easier to identify relationships between different components. The text format felt more useful in identifying the workflow steps in order.,2,The graphs were more interesting to look at and seemed to show more information than the text.,"Integration with other tools (IDEs, version control) 

","I probably wouldn't use this type of tool if it had a cost associated with it ",
